Tanggal&Waktu,Username,Tweet
2022-06-13 09:56:07+00:00,KoranCNFTIndo,"🚨 JADWAL MINT #CNFT 🚨

Selamat Sore sobat #cardano 
mimin bakal kasih jadwal mint biar kalian bisa cuan buat beli k… https://t.co/RwO7DhCM10"
2022-06-13 09:56:06+00:00,TeamShakeri,"RT @botSattoNFT: 🚨 CUBIST 4957 SOLD!!! =&gt; PRICE 6,77 S◎L ($177.71 💵) 
RANK M: ⍜2440  RANK HR: N/R  🧹FP: 7,0 S◎L 
📥 OWNER: DTvC3e4bmzYA84hwY…"
2022-06-13 09:55:43+00:00,aidejia1,"@wali_eth @nft_yotta 0xaF715B2Cd925b663E67F297045Cba016c05D8f80
@PunksFromAbove 
@gregory_g__ 
@Jayfans13 
@DaoStarter 
@aidejiaqhj"
2022-06-13 09:55:05+00:00,aidejia1,"@venum_eth @nft_yotta 0xaF715B2Cd925b663E67F297045Cba016c05D8f80
@PunksFromAbove 
@gregory_g__ 
@Jayfans13 
@DaoStarter 
@aidejiaqhj"
2022-06-13 09:54:51+00:00,aidejia1,"@zarko_sol @nft_yotta 0xaF715B2Cd925b663E67F297045Cba016c05D8f80
@PunksFromAbove 
@gregory_g__ 
@Jayfans13 
@DaoStarter 
@aidejiaqhj"
2022-06-13 09:54:33+00:00,fitriasarkintan,@cloudgemz @Dokesi_NFTs Dc fitriasari https://t.co/ibryMNNXfQ
2022-06-13 09:53:35+00:00,GMN_NFT_DE,Mastercard? 👀🆕📰🔥 https://t.co/dj7lxxRNha
2022-06-13 09:53:24+00:00,mr_bowers1980,@lotta_NFT 0xA013655FEb9314134122dfb7204Cf28561490532
2022-06-13 09:53:00+00:00,rzsnn_nft,@NowistArt gm brudaaaaaaa!
2022-06-13 09:52:39+00:00,mafiafrog_NFT,@AikoPapageno Gm aiko
2022-06-13 09:52:29+00:00,Rudeusomoy77,@missufe @FirstClass_NFT Bismillah https://t.co/Kqh9Rv6GhQ
2022-06-13 09:52:22+00:00,midasworkss,@princess_nft gm gm mami
2022-06-13 09:50:30+00:00,MagazzineMad,"@Tikidy_NFT @SandKiss1990 @PaulSerban22 @itsmeolaia 
TIKIDY FREE MINT"
2022-06-13 09:50:01+00:00,winmissu,@FirstClass_NFT @15lovenft Ijin tag @xpmw991 @gemskjov @jjstaphilee
2022-06-13 09:49:34+00:00,basyirahNFT,"RT @ipanamizan: EMOJI GUNS (SMG) = ""EZRA-313""

#nft #pentas #CallofDuty
#PlayStation #Xbox #streamer #gamer #pc #pcgaming #mobilegaming #sh…"
2022-06-13 09:48:44+00:00,bigwinfancy,@missufe @FirstClass_NFT bismilah
2022-06-13 09:48:24+00:00,marklees02,"@missufe @FirstClass_NFT done kak, Bismillahirrahmanirrahim semoga jadi rezeki aku 🙏🏻 Wish Me Luck 🙏🏻😇 https://t.co/p2HNnsaWT8"
2022-06-13 09:48:21+00:00,0xiftwin,@cloudgemz @Dokesi_NFTs kesi https://t.co/3wkrHLFJNE
2022-06-13 09:48:05+00:00,DayAllnew42,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 09:48:04+00:00,pik30595934,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 09:48:04+00:00,z5f26NjmZhi03Er,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 09:48:04+00:00,6jM2EcbBK4LVg1H,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 09:48:04+00:00,Ao_Atchariya,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 09:48:04+00:00,QkYYfCq9ruRh34e,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 09:48:04+00:00,AisahiiK,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 09:48:03+00:00,Yuki24326521,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 09:48:01+00:00,ipanamizan,"RT @ipanamizan: EMOJI GUNS (SMG) = ""EZRA-313""

#nft #pentas #CallofDuty
#PlayStation #Xbox #streamer #gamer #pc #pcgaming #mobilegaming #sh…"
2022-06-13 09:47:59+00:00,CNftart,"@iTokenWallet @Cube0x 0x85551a893E2aa4ac44dBe38Adafa916a6F5f48EC
tg : @ nita_nftart
@PrincessAdaob10 @Draco_gram @drHhhh7"
2022-06-13 09:47:57+00:00,ipanamizan,"RT @ipanamizan: EMOJI GUNS (SMG) = ""EZRA-313""

#nft #pentas #CallofDuty
#PlayStation #Xbox #streamer #gamer #pc #pcgaming #mobilegaming #sh…"
2022-06-13 09:47:38+00:00,fikriza_,"RT @PromoterLenka: 💰 $20 | 340 TL 💰

♦️RT &amp; Follow @PromoterLenka 
♦️Turn on 🔔

⏰ 12 H

#NFTGiveaway #NFTCommunity #NFT #NFTs   #Giveaway …"
2022-06-13 09:47:35+00:00,Galdra_m,"RT @seido_tanaka: Mudra …

#art #artwork #illustration #oilpaint  #janken #イラスト #油絵 #アートワーク #絵画  #NFT #NFTART https://t.co/zyp17CRHKt"
2022-06-13 09:47:32+00:00,rioyotto,RT @jakartakita: Ajaib Tunjuk Ikon NFT ‘Bored Ape’ Sebagai Maskot Digital Pertama di Indonesia https://t.co/CZMfd0EY1r #Bisnis #Ekonomi #Aj…
2022-06-13 09:47:19+00:00,0120_FD,"6月実績
@ bartvs2021
@ n_yamada09
@ makai999999
@ ikebukurohk ②
@ GuildQB
@ NFT_toearn
@ besting_crypto
@ NewMarioGTR1
@ MEXC_Japan

#0120当選報告"
2022-06-13 09:47:04+00:00,jakartakita,Ajaib Tunjuk Ikon NFT ‘Bored Ape’ Sebagai Maskot Digital Pertama di Indonesia https://t.co/CZMfd0EY1r #Bisnis… https://t.co/9js3i4Ik49
2022-06-13 09:46:15+00:00,pinhead_jack,@akiara_NFT Indonesian
2022-06-13 09:46:00+00:00,pengenbigwin978,@FirstClass_NFT @15lovenft @LuckyBigWinZa12 bismillah..maaf kak izin tag..
2022-06-13 09:45:50+00:00,sadbois_NFT,@Kreasw_Studio @allofusaredead @_Dartroom @DartroomArt jombie = jomblo biengung :D
2022-06-13 09:45:42+00:00,Dullz_NFT,@Sharkanator1026 @EhawkjjP24 @Takoa Outshallah
2022-06-13 09:45:32+00:00,rzsnn_nft,@YuriSanNFT @opensea gm Yuri San😊
2022-06-13 09:45:31+00:00,Violettiss,@Yiw_Artlab_Nft Sami sami
2022-06-13 09:45:08+00:00,yukainao_nft,@benspenn GM Ben san!🌻✨✨✨
2022-06-13 09:45:04+00:00,Irina18377967,"RT @pijakanlah: Passive income for pijak!
- 5% dari penjualan item dengan karakter ini akan di berikan ke holder
- Supply : 3 Item (15%) un…"
2022-06-13 09:44:58+00:00,K14ontheTrack,"RT @Harmony_IDN: Hi Harmonauts, udah tau belom @HarmonyNFT_ID lagi ngadain mint fund contest berjudul #ONETrueCall loh sebagai dukungan kam…"
2022-06-13 09:44:41+00:00,RobertWill86,"RT @PromoterLenka: 💰 $20 | 340 TL 💰

♦️RT &amp; Follow @PromoterLenka 
♦️Turn on 🔔

⏰ 12 H

#NFTGiveaway #NFTCommunity #NFT #NFTs   #Giveaway …"
2022-06-13 09:44:22+00:00,razhimNFT,@NFT_NumsIRL Rolex GMT Master II (Pepsi)
2022-06-13 09:44:21+00:00,iineslobo,@NFT_MHART Gm Marilia 😊
2022-06-13 09:44:20+00:00,JohnSmithX0,"RT @PromoterLenka: 💰 $20 | 340 TL 💰

♦️RT &amp; Follow @PromoterLenka 
♦️Turn on 🔔

⏰ 12 H

#NFTGiveaway #NFTCommunity #NFT #NFTs   #Giveaway …"
2022-06-13 09:43:25+00:00,I_maoelana354,nguli again sir @Ahmadklaten69 @Cholis995 @AW_sakit03  #NFTs #NFTCommunity #NFTartist #Solwownft #NFTGiveaways… https://t.co/Vq6veNknzl
2022-06-13 09:43:04+00:00,GabrielAnderse9,"RT @PromoterLenka: 💰 $20 | 340 TL 💰

♦️RT &amp; Follow @PromoterLenka 
♦️Turn on 🔔

⏰ 12 H

#NFTGiveaway #NFTCommunity #NFT #NFTs   #Giveaway …"
2022-06-13 09:43:00+00:00,Kamonphanjeab,"RT @eu_vera2605: PlanetBB01 X Horsemanity #NFTs
                      🪐🪐🪐
https://t.co/3zmfpBwrtq
https://t.co/39XeOBp2Gv
@BB01NFT

#nftcol…"
2022-06-13 09:42:51+00:00,putrioneday88,"@missufe @FirstClass_NFT done
Semoga rezekiku https://t.co/G1wtWT1iwe"
2022-06-13 09:42:28+00:00,AndiPur83,"$XCN, Altcoin Berbasis Ethereum yang Tumbuh 70% dalam Sepuluh Hari. #BmoonCrypto #BmoonCryptoDaily… https://t.co/e3lx2yVGRD"
2022-06-13 09:42:20+00:00,MikeLivingston0,"RT @PromoterLenka: 💰 $20 | 340 TL 💰

♦️RT &amp; Follow @PromoterLenka 
♦️Turn on 🔔

⏰ 12 H

#NFTGiveaway #NFTCommunity #NFT #NFTs   #Giveaway …"
2022-06-13 09:41:56+00:00,AromaDuit,@missufe @FirstClass_NFT makji aku juga udah follow akunnya https://t.co/i7mqR5pIqf
2022-06-13 09:41:43+00:00,Hapa_Senderoo,@outrider_nft @TraderKoz Mkay GL
2022-06-13 09:41:31+00:00,onda_sismica,"RT @FelipeL89961565: KarenIII
https://t.co/FhkM4R0VbX
⌚️
 @TeiaCommunity @hicetnunc2000 #TeiaArt #tezoscollectors #NFT #NFTs https://t.co/5…"
2022-06-13 09:40:03+00:00,crow8138,@NFT_MHART Gmgm Marilia! ✨🤍
2022-06-13 09:40:02+00:00,J0kerJok3r,"RT @PromoterLenka: 💰 $20 | 340 TL 💰

♦️RT &amp; Follow @PromoterLenka 
♦️Turn on 🔔

⏰ 12 H

#NFTGiveaway #NFTCommunity #NFT #NFTs   #Giveaway …"
2022-06-13 09:39:52+00:00,polo1_marc,@lotta_NFT 0x14ef2fbc6aa228b67b9bcb45d2b0f5ec0f8129cf
2022-06-13 09:38:38+00:00,0xJuneb19win,"@missufe @FirstClass_NFT Done✅✅
Semoga kali ini menjadi milikku🙏😇 https://t.co/8ZDzMeWGYS"
2022-06-13 09:38:15+00:00,BennyAbdullah4,"@FirstClass_NFT @15lovenft @Asia_milen 
@bennywin28 
@Ikajesika10 

Yuk semangat ikutan GA 💪
Siapa tau ada milik rezekinya buat kita ☺️"
2022-06-13 09:38:01+00:00,Aprilwin_1010,@FirstClass_NFT @15lovenft Ijin tag @missufe_vi @jaemcityx_79
2022-06-13 09:37:42+00:00,cxiaaoo,"@TXTdariHunter ehh sama anjirrrr, sama pada ngetag gtuuu gamasalah kalo sesama hunter tapi ini tag di post an nft yg gajelas"
2022-06-13 09:36:51+00:00,winn_win2022,@missufe @FirstClass_NFT Bismillahirrahmanirrahim semoga jadi milik aku
2022-06-13 09:35:06+00:00,Fortune_IDN,Ajaib telah diunduh lebih dari 2 juta investor. https://t.co/vXIf0RyTW6
2022-06-13 09:33:02+00:00,nft_ryana,RT @goblintownwtf: ₛₐₑ ₕₑyₗₒ ₘₑᵣgₐₙ https://t.co/bBuCB9dJ49
2022-06-13 09:32:58+00:00,soli_milad,@mitso_nft Dear nasrin 🤍
2022-06-13 09:32:00+00:00,TeamShakeri,"RT @Azkaone12: @spacealiensnft Join now

@onedropmen @asepsapto1 @IyanHeriyanto88 

$SPCN 
#NFTGiveaway #crypto #NFTCommunity #airdrop #NFT…"
2022-06-13 09:31:40+00:00,abztrctz,New Drop ABZTRCTZ x GRPTRSJLN / Audio I Series https://t.co/DO481Vy4AA #nft #nftart #openseanft @opensea… https://t.co/SleVOkyR65
2022-06-13 09:31:38+00:00,cnbcindonesia,"Simak 4 Alasan Beli NFT, Kejar Cuan hingga Flexing https://t.co/uasy8js9sc"
2022-06-13 09:28:34+00:00,rarehare_nft,"@Orbofi_Society Orbofi 🔥

#FreeMint #WL"
2022-06-13 09:28:20+00:00,urbanbujangan,RT @act_move: Gambar tempel #actmove #sticker #wheatpaste  #nftindonesia #NFTProject  @NFTindonesia_ https://t.co/sEaWHns2oC
2022-06-13 09:25:43+00:00,sunnytae181,"RT @eu_vera2605: PlanetBB01 X Horsemanity #NFTs
                      🪐🪐🪐
https://t.co/3zmfpBwrtq
https://t.co/39XeOBp2Gv
@BB01NFT

#nftcol…"
2022-06-13 09:24:34+00:00,ChrisCross285,@miky_NFT 0x2E9Da6281c6F05Eb0cC2CD040BF70B3D6Ef8818a
2022-06-13 09:24:00+00:00,RashBithman,"@Raz13Enj @nathan_akin34 @enjin @NFT_Enterprise @AshleyH89344792 @Chibi_Academia @awan_gallery
0xF4D53C090F9cD1d813… https://t.co/q0ywGETgdV"
2022-06-13 09:21:52+00:00,innocence_nft,@ryuunator @CryptopolitanG @AswangNFT @AswangTribe Aswang ❤️‍🔥❤️‍🔥❤️‍🔥
2022-06-13 09:21:27+00:00,zylae24,@mm3nft @Kuroki_NFT @Noirtueur9999 Boooooolish! @CeltiusAbogados @Crypto_Mags @Rebeca_78
2022-06-13 09:20:49+00:00,PandaMan_NFT,@Bulldog_dot_art tz1RWrMTjVTDuQHB5u3yuXFDN4Nm4QeYYHPg
2022-06-13 09:20:49+00:00,0xtiwai,"@cloudgemz @Dokesi_NFTs done wish me luck!
dc: jimskrn#7874 https://t.co/M6X6aTKu3I"
2022-06-13 09:20:46+00:00,anik12213,@lotta_NFT 0x2fdec69f67c6ee6332adc47fd77917ba14d3854d
2022-06-13 09:19:07+00:00,Shiroyuki_nft,@bitsaurusworld Sedih turun terus 😥
2022-06-13 09:18:10+00:00,0xqey,@cloudgemz @Apeone_nft Wangi https://t.co/vPrfxfhKv1
2022-06-13 09:17:24+00:00,RismaAnd08,"$XCN, Altcoin Berbasis Ethereum yang Tumbuh 70% dalam Sepuluh Hari. #BmoonCrypto #BmoonCryptoDaily… https://t.co/1f9oOZ3fHl"
2022-06-13 09:16:49+00:00,emeir_faizal,@idonutmocha_nft Nasib baik dia lalu balik kat tiktokk haha
2022-06-13 09:15:19+00:00,PandaMan_NFT,@Bulldog_dot_art @zanozaClub tz1RWrMTjVTDuQHB5u3yuXFDN4Nm4QeYYHPg
2022-06-13 09:14:45+00:00,MorelEvren,@nuricoban_nft Gm Nuri
2022-06-13 09:14:31+00:00,anslsmn,@SHON_NFT !shontoloyo
2022-06-13 09:14:28+00:00,MorelEvren,@Murat_ilhan_NFT Gm Murat
2022-06-13 09:14:01+00:00,Azkaone12,"@spacealiensnft Join now

@onedropmen @asepsapto1 @IyanHeriyanto88 

$SPCN 
#NFTGiveaway #crypto #NFTCommunity… https://t.co/t4ctmwnv7X"
2022-06-13 09:13:55+00:00,untat_nft,"tq so much @tiqtiq14  beli 3 sillyape!😘
#pentasian https://t.co/6Obkcxv03D"
2022-06-13 09:12:51+00:00,Pewe_Default,"RT @OmDennis: Saya selalu melihat NFT art dari kacamata pecinta seni, namun melihat NFT project dari kacamata pelaku startup.

Makanya, say…"
2022-06-13 09:12:51+00:00,botSattoNFT,"🚨 CUBIST 4957 SOLD!!! =&gt; PRICE 6,77 S◎L ($177.71 💵) 
RANK M: ⍜2440  RANK HR: N/R  🧹FP: 7,0 S◎L 
📥 OWNER: DTvC3e4bmz… https://t.co/SwNuignbGF"
2022-06-13 09:12:27+00:00,botSattoNFT,"🚨 CUBIST 158 SOLD!!! =&gt; PRICE 7,2 S◎L ($189.00 💵) 
RANK M: ⍜3537  RANK HR: N/R  🧹FP: 7,0 S◎L 
📥 OWNER: 66DUuNnqeJwq… https://t.co/kvKlvEmsAX"
2022-06-13 09:12:25+00:00,PandaMan_NFT,@zingmailer @RealMeSociety tz1RWrMTjVTDuQHB5u3yuXFDN4Nm4QeYYHPg
2022-06-13 09:12:22+00:00,botSattoNFT,"🚨 CUBIST 4142 SOLD!!! =&gt; PRICE 7,19 S◎L ($188.74 💵) 
RANK M: ⍜874  RANK HR: 1404  🧹FP: 7,0 S◎L 
📥 OWNER: jutegALHGw… https://t.co/yyRbUn5xSx"
2022-06-13 09:11:49+00:00,botSattoNFT,"🚨 CUBIST 3853 SOLD!!! =&gt; PRICE 7,5 S◎L ($196.88 💵) 
RANK M: ⍜714  RANK HR: 1019  🧹FP: 7,0 S◎L 
📥 OWNER: JYx3Vh2vHbJ… https://t.co/oerr09Z0tm"
2022-06-13 09:11:37+00:00,CryptoSana77,@SouthernDeFi @tangled_NFT Bismillah done ma'am
2022-06-13 09:11:31+00:00,baycplug,"RT @420wealth: Gm #NFTcommunity ⚡️

Tap In 
https://t.co/fQ9vJ8nnPe

#NFTart #NFT #NFTdrop #nftcollector #Crypto #cryptocurrencies #BTC #ET…"
2022-06-13 09:11:00+00:00,PandaMan_NFT,@RealMeSociety tz1RWrMTjVTDuQHB5u3yuXFDN4Nm4QeYYHPg
2022-06-13 09:10:22+00:00,cenolism,@yangkagakkagak @adindazky BAPAK LU JADI NFT TITIT
2022-06-13 09:10:19+00:00,da_newlon,"@Lulino_Nft @HackedDave @Rodrigo38870419 0x878bA4295Ee46b2Fc055cB216218d0445a3f1DAF
👏👏👏"
2022-06-13 09:09:03+00:00,169lollo,@cibarius_ @MTK_NFT Gm Cib ❤️☕️🫂
2022-06-13 09:08:20+00:00,_wavenaY,@arayasyrena makasih infonya. barusan aku baca yg tentang nft itu.
2022-06-13 09:08:19+00:00,Nico_Loves_NFT,RT @LostGains: ₕₑₗₒₒₒ ᵢ ₐₘ ₐ ₛₑᵣᵢₒᵤₛ ᵢₙᵥₑₛₜₒₒₒᵣ ᵢₙ ₘₐgᵢₖₐₗ ᵢₙₜₑᵣₙₑₜ cₒᵢₙₛ. @goblintownwtf https://t.co/kyqULH3WQv
2022-06-13 09:08:06+00:00,Nico_Loves_NFT,"RT @0xMojojo: ₗₒw ₑffₒᵣₜ ₑdᵢₜ ₐgₐᵢₙ ₖₑₖₖₑₖₑₖₑₖ!

@goblintownwtf @McGoblinBurger 

#goblintown #goblintownwtf #greenchip https://t.co/HubN6S…"
2022-06-13 09:08:06+00:00,KyriakouArianna,"@Raz13Enj @nathan_akin34 @enjin @NFT_Enterprise 0x8e34dA14B9dDa4B71Fc773d1ee8DD0Ad9621ea34

@ElPalermo12 
@Michael_zaki1 

🪰🪰🪰🪰"
2022-06-13 09:08:05+00:00,Aviraltech,"RT @PromoterLenka: 💰 $20 | 340 TL 💰

♦️RT &amp; Follow @PromoterLenka 
♦️Turn on 🔔

⏰ 12 H

#NFTGiveaway #NFTCommunity #NFT #NFTs   #Giveaway …"
2022-06-13 09:07:52+00:00,Nico_Loves_NFT,"RT @Wire_lyss: gₒbₗᵢₙₒ gₑₜ Hᵢₛ fᵣᵢi fᵣᵤₘ daₕ bₑₖ aₗᵢ bₑₕyₙd @McGoblinBurger  bᵤₜ yₒ cₑₙ gᵢₜ ₕₑₛ ₛₑₘ ₗₒₖ fᵢᵣ ₘₒᵣE!
  @goblintownwtf https://…"
2022-06-13 09:07:50+00:00,abhicrusher,"RT @abhicrusher: #NFT #NFTs #NFTCommunity Mobox Avatar #8166365
https://t.co/BZePVybmw5 https://t.co/P9BnyP6f6a"
2022-06-13 09:07:45+00:00,abhicrusher,"RT @abhicrusher: #PolygonNFTs #OpenSeaNFT #opensea Mobox Avatar #8166365
https://t.co/BZePVybmw5 https://t.co/g8WfuasDJ6"
2022-06-13 09:07:30+00:00,botSattoNFT,"🚨 SMOKE HEADS #2719 SOLD!!! =&gt; PRICE 7,9 S◎L ($207.38 💵) 
RANK M: ⍜3227  RANK HR: N/R  🧹FP: 7,5 S◎L 
📥 OWNER: 2GmGo… https://t.co/QAWSIvnG2X"
2022-06-13 09:07:12+00:00,brewers_GM,#StockMarket #trading #investing #NFTs #NFTCommmunity #news #OptionsTrading $GNUS $DIS $HAS $TGT $WMT $DG $AMD $AMC… https://t.co/d2cSQBrXpk
2022-06-13 09:06:46+00:00,Pharge1,@Ashh_NFT @DrOlusesan @AbrahamOlawunmi Morgan Freeman ni
2022-06-13 09:05:45+00:00,KrochyNFT,"RT @PromoterLenka: 💰 $20 | 340 TL 💰

♦️RT &amp; Follow @PromoterLenka 
♦️Turn on 🔔

⏰ 12 H

#NFTGiveaway #NFTCommunity #NFT #NFTs   #Giveaway …"
2022-06-13 09:05:44+00:00,miyan208,"RT @AzizVMC69: Hi guys 😁🔥
Sudah pada tau belum tentang event terbaru Tap Fantasy? 

🔥🔥 Poker Demon Expedition 🔥🔥

Silahkan baca terjemahann…"
2022-06-13 09:05:32+00:00,PonyBiee1,"RT @AzizVMC69: Hi guys 😁🔥
Sudah pada tau belum tentang event terbaru Tap Fantasy? 

🔥🔥 Poker Demon Expedition 🔥🔥

Silahkan baca terjemahann…"
2022-06-13 09:05:03+00:00,TeukuRyzkhi999,"RT @AzizVMC69: Hi guys 😁🔥
Sudah pada tau belum tentang event terbaru Tap Fantasy? 

🔥🔥 Poker Demon Expedition 🔥🔥

Silahkan baca terjemahann…"
2022-06-13 09:04:33+00:00,amitm1104,@Raz13Enj @nathan_akin34 @enjin @NFT_Enterprise @durgadi_rahul @Bathini21 @Amy58660302 @Creator_Py @HuskySibeNfts… https://t.co/9NStfzoMdS
2022-06-13 09:04:09+00:00,PistolPinki,@MTK_NFT Gm MTK ☕️🤗💗
2022-06-13 09:03:57+00:00,ArteezyNFTs,"RT @PromoterLenka: 💰 $20 | 340 TL 💰

♦️RT &amp; Follow @PromoterLenka 
♦️Turn on 🔔

⏰ 12 H

#NFTGiveaway #NFTCommunity #NFT #NFTs   #Giveaway …"
2022-06-13 09:03:11+00:00,botSattoNFT,"🚨 ZENJIN VIPERZ #1688 SOLD!!! =&gt; PRICE 4,0 S◎L ($105.00 💵) 
RANK M: ⍜57  RANK HR: N/R  🧹FP: 2,29 S◎L 
📥 OWNER: 3EZk… https://t.co/spH7xQvQYm"
2022-06-13 09:02:40+00:00,rindudong,@FinalAyyMG @NFT_Expoverse alhamdulillah 💛 https://t.co/4Hk4hjVIqn
2022-06-13 09:02:14+00:00,TaptrickD,"RT @420wealth: Gm #NFTcommunity ⚡️

Tap In 
https://t.co/fQ9vJ8nnPe

#NFTart #NFT #NFTdrop #nftcollector #Crypto #cryptocurrencies #BTC #ET…"
2022-06-13 09:02:07+00:00,SteffCassHolic_,"RT @AzizVMC69: Hi guys 😁🔥
Sudah pada tau belum tentang event terbaru Tap Fantasy? 

🔥🔥 Poker Demon Expedition 🔥🔥

Silahkan baca terjemahann…"
2022-06-13 09:01:53+00:00,Prisau_1,"RT @AzizVMC69: Hi guys 😁🔥
Sudah pada tau belum tentang event terbaru Tap Fantasy? 

🔥🔥 Poker Demon Expedition 🔥🔥

Silahkan baca terjemahann…"
2022-06-13 09:01:24+00:00,SamuelRunnacles,"RT @420wealth: Gm #NFTcommunity ⚡️

Tap In 
https://t.co/fQ9vJ8nnPe

#NFTart #NFT #NFTdrop #nftcollector #Crypto #cryptocurrencies #BTC #ET…"
2022-06-13 09:01:13+00:00,SamuelRunnacles,"RT @baycplug: Gm #NFTcommunity ⚡️

Tap In 
https://t.co/YCpP7sYi04

#NFTart #NFT #NFTdrop #nftcollector #Crypto #cryptocurrencies #BTC #ETH…"
2022-06-13 09:01:04+00:00,botSattoNFT,"🚨 DRIPPIES #2082 SOLD!!! =&gt; PRICE 3,5 S◎L ($91.88 💵) 
RANK M: ⍜4190  RANK HR: N/R  🧹FP: 2,1 S◎L 
📥 OWNER: 3RPYEMgpE… https://t.co/zpgQmXXc6C"
2022-06-13 09:00:59+00:00,GrockNFT,"RT @PromoterLenka: 💰 $20 | 340 TL 💰

♦️RT &amp; Follow @PromoterLenka 
♦️Turn on 🔔

⏰ 12 H

#NFTGiveaway #NFTCommunity #NFT #NFTs   #Giveaway …"
2022-06-13 08:58:15+00:00,Yiw_Artlab_Nft,@Violettiss 😅. Walah hatut tenkyu
2022-06-13 08:57:53+00:00,Georgin_sol,"@NFT_SolnutDAO @CryptoAnglio mello
yellow"
2022-06-13 08:57:49+00:00,lonewolf_23s,Mau pake foto nft tapi ntar dibilang lebay sipaling crypto
2022-06-13 08:57:36+00:00,PistolPinki,@NFT_MHART Gm Marilia ☕️🤗💗
2022-06-13 08:56:53+00:00,AnagbadoChuma,"Onye Masaai in progress.

#art #lines #layers #metanoia #nft #sculpture #digitalart #lasersculpture https://t.co/RXDLzV78hz"
2022-06-13 08:55:39+00:00,Mrym_nft,@foxspiriit Gm bb😍❤️🌻
2022-06-13 08:55:36+00:00,BushidoVictor,@boredpanda_nft 0x2DC08B7CB4175cE12057014498dfC5de2453BCd3
2022-06-13 08:55:33+00:00,AuliaLe38,WTS ACC RP JFB / INACT RP. Untuk detail akun bisa dm ya. T. Sell acc selling this twitter acc bekas rp ca fa pa.… https://t.co/DuryDbFzyH
2022-06-13 08:55:23+00:00,masisus,@bariskabalak @rzsnn_nft Gm Varuj 🌞
2022-06-13 08:55:18+00:00,BushidoVictor,@boredpanda_nft @NiftyKitApp 0x2DC08B7CB4175cE12057014498dfC5de2453BCd3
2022-06-13 08:55:15+00:00,masisus,@rzsnn_nft Gm Sinan
2022-06-13 08:53:59+00:00,anik12213,@miky_NFT 0x2fdec69f67c6ee6332adc47fd77917ba14d3854d
2022-06-13 08:53:43+00:00,shinnoak,@anniealii_ @creepy_nft Hahah gm
2022-06-13 08:53:26+00:00,moto057,"RT @moto057: TOY BOY X SINGHA SODA WATER 🍺🍺🍺🥃🧊🍻 
#SinghaSodaNFTArtContest #SinghaSoda #NFT https://t.co/mko2Tt8DRt"
2022-06-13 08:53:14+00:00,Greenhornet_NFT,"@Wofakt @YoumanzC @HeraNicole03 @eych_not_each @xdjen02 @dyanpoldeginyon @moraljhen23 @analiespicy 

0x745054029DA9… https://t.co/XnzH4GlDTF"
2022-06-13 08:53:13+00:00,JadikanRatu,@EdyyTH_ @kaizoku_nft @nestpals @NFTDeDON @EagleEyesNFT Bissmillah ya allah buat ultah anak
2022-06-13 08:52:22+00:00,akhutsishvili3,@BobbyKhan202 @Tskhvedia1Tekla @Saritajupiter @byzianna_ @TheHub_Eth @HylianRuler @pinklist_nft Tekla is Georgian yess))
2022-06-13 08:52:03+00:00,Yoga51439858,"RT @CryptoHunity: GN GN! 🌜

#NFT | #NFTcommunity | #NFTcollections https://t.co/grBHYFp327"
2022-06-13 08:50:44+00:00,WIDY2022,"@CRYPTOFIED1 @Dropoutz_NFT Done, bismillahirrahmanirrahim"
