Tanggal&Waktu,Username,Tweet
2022-06-13 08:50:36+00:00,botSattoNFT,"🚨 SOLGODS 1585 SOLD!!! =&gt; PRICE 16,5 S◎L ($441.70 💵) 
RANK M: ⍜1700  RANK HR: 2450  🧹FP: 16,0 S◎L 
📥 OWNER: f5KrMbo… https://t.co/V3JUju5Wo3"
2022-06-13 08:50:05+00:00,Greenhornet_NFT,"@stellargate_io 0x745054029DA992CecF517d085Bb17459E67635C7

@HeraNicole03 @c777williams @corpuz_loverlyn… https://t.co/3xn69iiEwW"
2022-06-13 08:50:03+00:00,Kambiz32175825,"@TOBTC_Official @tradingview LaqiraProtocol
#LQR
#LAQIRACE
#Play2earnGame 
#BSC 
#BSCGems 
#Binance 
#KuCoin… https://t.co/arbQOoVS8h"
2022-06-13 08:49:51+00:00,Kambiz32175825,"@TOBTC_Official @tradingview LaqiraProtocol
#LQR
#LAQIRACE
#Play2earnGame 
#BSC 
#BSCGems 
#Binance 
#KuCoin… https://t.co/SESmCAEITj"
2022-06-13 08:49:44+00:00,Kambiz32175825,"@TOBTC_Official @tradingview LaqiraProtocol
#LQR
#LAQIRACE
#Play2earnGame 
#BSC 
#BSCGems 
#Binance 
#KuCoin… https://t.co/Cq7IXA76Qr"
2022-06-13 08:49:37+00:00,Kambiz32175825,"@TOBTC_Official @tradingview LaqiraProtocol
#LQR
#LAQIRACE
#Play2earnGame 
#BSC 
#BSCGems 
#Binance 
#KuCoin… https://t.co/i0Ht7jPQVa"
2022-06-13 08:49:29+00:00,Kambiz32175825,"@TOBTC_Official @tradingview LaqiraProtocol
#LQR
#LAQIRACE
#Play2earnGame 
#BSC 
#BSCGems 
#Binance 
#KuCoin… https://t.co/BONc9Bo7ih"
2022-06-13 08:49:21+00:00,Kambiz32175825,"@TOBTC_Official @tradingview LaqiraProtocol
#LQR
#LAQIRACE
#Play2earnGame 
#BSC 
#BSCGems 
#Binance 
#KuCoin… https://t.co/GbQ9duHdVB"
2022-06-13 08:48:25+00:00,Cryptoworker6,"RT @abhicrusher: #PolygonNFTs #OpenSeaNFT #opensea Mobox Avatar #8166365
https://t.co/BZePVybmw5 https://t.co/g8WfuasDJ6"
2022-06-13 08:48:22+00:00,Cryptoworker6,"RT @abhicrusher: #NFTTHAILAND #nftcollector 
#NFTJapan #NFTdrop Mobox Avatar #8166365
https://t.co/BZePVxTdhX https://t.co/h0sTNrMCef"
2022-06-13 08:48:19+00:00,Cryptoworker6,"RT @abhicrusher: #NFT #NFTs #NFTCommunity Mobox Avatar #8166365
https://t.co/BZePVybmw5 https://t.co/P9BnyP6f6a"
2022-06-13 08:47:17+00:00,NftOstrich,@nft_shark10 @akarayume Woow😻
2022-06-13 08:47:04+00:00,D6xJMltF7xWbLDE,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 08:47:04+00:00,zarozaro111,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 08:47:04+00:00,MsmWeerathep,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 08:47:04+00:00,Snook57445368,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 08:47:04+00:00,Ypyh10eO5oK5aM8,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 08:47:04+00:00,Nattapa90813129,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 08:47:03+00:00,Mew99254099,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 08:46:43+00:00,thebuttlord_NFT,"RT @seorangnanie: _korang, kalau nanieko produce paper figurine as unlockable,korang suka tak? 
.
gambar di bawah contoh paper figurine,ima…"
2022-06-13 08:44:32+00:00,MSyurakhman,@EdyyTH_ @kaizoku_nft @nestpals @NFTDeDON @EagleEyesNFT Siap https://t.co/cL9zj4qZgW
2022-06-13 08:43:09+00:00,Sols_Nfts,"@Mr_Siomay mee bohohahahaa
https://t.co/o1ztMEQeYP"
2022-06-13 08:42:38+00:00,Michael63107934,"@utopia_nfts Done
0xC765FBB822394F81a2Ab05f7087cBEf6625c8aBb"
2022-06-13 08:42:37+00:00,AndyETH_NFT,Hujan yang turun bagaikan mutiara.. https://t.co/EW5dFGI6t3
2022-06-13 08:41:55+00:00,nrkvines,@cloudgemz @Dokesi_NFTs dokesi https://t.co/a4HMwUWhZH
2022-06-13 08:41:31+00:00,kurama29934315,@lotta_NFT 0xc4b6f26D9459fD9151624ADB6A2EE3aEFb59798F
2022-06-13 08:41:23+00:00,CryptoAmca58,"RT @HarmonyNFT_ID: Hai kawan - kawan #NFTArtist dan #CryptoEnthusiast!

Hari Senin, 13 Juni, jam 20.00 WIB, kita akan bahas korelasi #DeFi…"
2022-06-13 08:38:01+00:00,ajaib_investasi,NFT (non-fungible token) Bored Ape Yacht Club adalah salah satu NFT global terlaris dan terpopuler yang bahkan dibu… https://t.co/yBXUTB6yYZ
2022-06-13 08:37:59+00:00,ajaib_investasi,"Yang sudah buat akun Ajaib Kripto pasti udah ketemu dong sama maskot baru Ajaib?

Yup, Ajaib menggunakan NFT Bored… https://t.co/aRq195HlnI"
2022-06-13 08:37:41+00:00,mashvalleyaimee,@ilham_nft GM Ilham ☕️☀️💃
2022-06-13 08:37:34+00:00,thebuttlord_NFT,@rnyjmsss @catverses Dia tengah smack down kucing-kucing purrrr
2022-06-13 08:37:29+00:00,ErdemKuybulu,@Murat_ilhan_NFT Gm Murat ☕️
2022-06-13 08:37:11+00:00,rnyjmsss,@thebuttlord_NFT @catverses Elak2 laa sumbang mahram buttlord oii
2022-06-13 08:37:07+00:00,fazila_fauziyah,@cloudgemz @Dokesi_NFTs done dc fauziyah #0333 https://t.co/EuS1iDtyCi
2022-06-13 08:36:50+00:00,thebuttlord_NFT,"Imagine imagine @BirdBirdNFT jadi paper toys figurine fuhh Are you guys ready?

Contoh semata-mata di bawah https://t.co/ShxssnZvEq"
2022-06-13 08:36:29+00:00,redwinstraw_,NFT akan jadi poster sekedar kah? 🤣
2022-06-13 08:35:14+00:00,mericaktar,@rzsnn_nft Gm gm Sinan☕️🌄
2022-06-13 08:35:06+00:00,NFT_heARTist,"RT @TradeDOG1: 🥳BEST #ERC20 TOKENS RANKED BY GALAXY SCORE🔥
@decentraland 👉@BabyDogeCoin 👉@Shibtoken 
@graphprotocol 👉@DIAdata_org 👉@wearecu…"
2022-06-13 08:34:37+00:00,CSTEELE31728,@SpaceRiders_NFT 0x5421F0136F08C8f43bd17bA9dB1aaE86FdCA2FBb
2022-06-13 08:34:03+00:00,CG_Contest,"Prinsip ekonomi itu juga berlaku di pasar crypto ataupun NFT.

Semakin banyak permintaan terhadap suatu barang maka… https://t.co/kiTOYCUREZ"
2022-06-13 08:31:40+00:00,nft_eitzi,@YakiBianco Gm yaki
2022-06-13 08:30:11+00:00,taka202202,@Crypoocat_NFT @Stepnofficial @Barndog_Solana Genesis!!!
2022-06-13 08:30:08+00:00,thebuttlord_NFT,"Imagine kita purr ramai-ramai dengan @catverses paper figurine

Contoh seperti dibawah https://t.co/876jUQmjr6"
2022-06-13 08:29:57+00:00,jalanluruszen,@edz_lozano @NFT_Retrievers @edz_lozano piaproof https://t.co/8N002NFCaa
2022-06-13 08:29:14+00:00,abztrctz,New Drop ABZTRCTZ x GRPTRSJLN / Audio I Series https://t.co/DO481Vy4AA #nft #nftart #openseanft @opensea… https://t.co/UY3pCfIH2e
2022-06-13 08:29:00+00:00,thebuttlord_NFT,Bru perasan tak tag @mthrfckrmy 🤣
2022-06-13 08:27:50+00:00,SertacNurtan,@rzsnn_nft Gm Sinan🌞☕️
2022-06-13 08:27:29+00:00,Breezyben84,"@gum_token @LizzyMuyi04

@iam_Omenuko

@chris_moses23

@AfolayanMoses01

@Imfokux

0x8a53C76368E108eE881eaafc2B5Ed3… https://t.co/XyxmXSp3kB"
2022-06-13 08:27:22+00:00,HamidHarzoune,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 08:27:11+00:00,_Mav15,"RT @rrq_guild: Join ke RRQ GUILD sekarang agar bisa merasakan keseruan bareng Member lainnya! 

Discord RRQ GUILD:
https://t.co/EBkJKi8fyU…"
2022-06-13 08:26:37+00:00,braja_colades,@miky_NFT 0x1be2472b3cf07C815F751FBFA7cc8D60Db0CaCa8
2022-06-13 08:25:54+00:00,Breezyben84,"@wild_nfts 0x8a53C76368E108eE881eaafc2B5Ed3C36961dF4D

 #NFTGiveaways #NFTdrop #airdrop #Nftnews"
2022-06-13 08:25:20+00:00,shakesmins,@lotta_NFT 0x658003d4FfbceDfA71F2EdFfd455147753173E97
2022-06-13 08:25:04+00:00,PKilleenPhoto,@abenz_nft Gm man
2022-06-13 08:24:29+00:00,EverytimeJPEG,"RT @moto057: TOY BOY X SINGHA SODA WATER 🍺🍺🍺🥃🧊🍻 
#SinghaSodaNFTArtContest #SinghaSoda #NFT https://t.co/mko2Tt8DRt"
2022-06-13 08:24:27+00:00,black_sheep_NFT,NFA blah blah blah
2022-06-13 08:24:01+00:00,kokoonjr,"RT @BtcCheap: #162

Bandalizing Mona Lisa

@SuperRare @SuperRareBot @kokoonjr

#bitcoin  #ethereum #nft #nftcommunity #andykhun #cryptoart…"
2022-06-13 08:23:57+00:00,Georgin_sol,@NFT_SolnutDAO @CryptoAnglio mello
2022-06-13 08:23:21+00:00,rrq_guild,"Join ke RRQ GUILD sekarang agar bisa merasakan keseruan bareng Member lainnya! 

Discord RRQ GUILD:… https://t.co/LkyhGuUuHt"
2022-06-13 08:22:58+00:00,M_Katjasungkana,"@mangunsong63 @j_dobos @emerson_yuntho Sungguh terharu bisa menyimpan file dg rapi dan baik, bisa dijual di nft marketplace 🤭"
2022-06-13 08:20:45+00:00,AndyETH_NFT,@TunNFT Apa masalahnya ni tun?
2022-06-13 08:20:36+00:00,_thisjoys,@atasnamatogo @FFSMB_WU nft fast food smb wkkw
2022-06-13 08:19:55+00:00,Foundofplaying,"RT @sabetx01: Profit💯💸💸
#BTC #Bitcoin #بتكوين #VFT #Binance #Bitcoin #Crypto #cryptotrading #business #BTC #blockchain #NFTs #NFT #BNB #Met…"
2022-06-13 08:19:46+00:00,LeyAllyie,"Jeh wewe ni Kijana unaependa kujifunza kuhusu Blockchain Technology?Kuzijua Sarafu za Kidigitali,NFT’s na Crypto tr… https://t.co/gASfSYLxbb"
2022-06-13 08:18:59+00:00,LuckyQuinza____,"@cloudgemz @Dokesi_NFTs DC QuinzaVoicesara#2108
Semoga sangkut https://t.co/hzsWTXTWg3"
2022-06-13 08:18:56+00:00,taufik_andr,"RT @zupadose57: 🚨Secondary Market Update🚨 

NOODLE BOY by @taufik_andr 
PECINTA MIE AYAM, ENDOMI DAN SOBAT KOSTAN WAKTUNYA SEROOOOK MIENYA~…"
2022-06-13 08:18:13+00:00,Mifekron,@Murtik_NFT_Art gm Murtik ❤️😊
2022-06-13 08:16:37+00:00,Swizzle2022,"RT @AzizVMC69: Hi guys 😁🔥
Sudah pada tau belum tentang event terbaru Tap Fantasy? 

🔥🔥 Poker Demon Expedition 🔥🔥

Silahkan baca terjemahann…"
2022-06-13 08:15:56+00:00,azhareewahid,@thebuttlord_NFT @PundexFellasNFT Terlebih handsome ni 🫰😍
2022-06-13 08:15:51+00:00,act_move,Gambar tempel #actmove #sticker #wheatpaste  #nftindonesia #NFTProject  @NFTindonesia_ https://t.co/sEaWHns2oC
2022-06-13 08:13:09+00:00,Giveawayquinn,"RT @PromoterLenka: 💰 $20 | 340 TL 💰

♦️RT &amp; Follow @PromoterLenka 
♦️Turn on 🔔

⏰ 12 H

#NFTGiveaway #NFTCommunity #NFT #NFTs   #Giveaway …"
2022-06-13 08:12:27+00:00,OxM1ssufe_,"@cloudgemz @DAOMetaplayer @ScrappyPenguins @Apeone_nft @angryalien21 Done,, semoga rejeki Aaminn"
2022-06-13 08:11:57+00:00,Mbokwin1,@cloudgemz @Dokesi_NFTs Mbokwin https://t.co/ktZL1YuvXt
2022-06-13 08:10:13+00:00,BigStar01134663,@FinalAyyMG @NFT_Expoverse Done berkah lagi https://t.co/Dh8ezXR6kM
2022-06-13 08:10:06+00:00,AndyETH_NFT,"Beli NFT dapat tshirt with serial number gais.

Ini bukan cobaan. Ini betul-betul punya cerita.

Jangan tunggu lama… https://t.co/tAM7chu0lE"
2022-06-13 08:09:15+00:00,zupadose57,"🚨Secondary Market Update🚨 

NOODLE BOY by @taufik_andr 
PECINTA MIE AYAM, ENDOMI DAN SOBAT KOSTAN WAKTUNYA SEROOOOK… https://t.co/v6aJBa5eIQ"
2022-06-13 08:09:10+00:00,oneasetofficial,"Itulah perbedaan dan penjelasan singkat mengenai koin dan token. Sekarang Sobat OneAset sudah nggak bingung, kan?… https://t.co/yOZRFKKjp6"
2022-06-13 08:08:53+00:00,eminnisa_NFT,"RT @cryingqiqi: qiqi has 
qiqi has captured the bear 🐻 https://t.co/L25GzASxSN"
2022-06-13 08:08:39+00:00,bariskabalak,@masisus @rzsnn_nft Gm apar 🫶🏼🧡
2022-06-13 08:08:30+00:00,DremeKrispy,"Gobelen luv tu expoze der kok

@goblintownwtf #goblintownwtf @McGoblinBurger @goblinmemez #BAYC #MAYC… https://t.co/CsEH7nxhHD"
2022-06-13 08:08:12+00:00,erkingznft,"@TakiNFT_ @Nekomata_NFT @WhatTheFoxNFT_ @SongenArt Winners 🏆
• @tony1ang (Taki WL)
• @Moonkonnig (Taki WL)
•… https://t.co/CLAMOIzmMO"
2022-06-13 08:07:43+00:00,Ozgbo_Nft,@behaya__ Gm Bipra✌️☕😎
2022-06-13 08:07:16+00:00,Amiinnss,@xoxo_trx @nft_yotta 0x55dd00f27a9b5F34C93FDe7009E5FB85ADAE2145
2022-06-13 08:07:11+00:00,zee_row_ex,"@NFTs_USA @KASSANDA_TZ Thx.

0x82d0Ca2EDf47355Fd1A3E65B59105ce70C192B21"
2022-06-13 08:06:52+00:00,oneasetofficial,"Setiap ngomongin NFT atau aset kripto, pasti nggak lepas dari kata ""Token"" dan ""Koin"". Keliatannya sama, tapi terny… https://t.co/MB8JF4R6rS"
2022-06-13 08:06:51+00:00,dea_nft_queen,@manarcryptoart GM Manar 🌸
2022-06-13 08:06:39+00:00,DwAdtya_,@EdyyTH_ @kaizoku_nft @nestpals @NFTDeDON @EagleEyesNFT Bismillah
2022-06-13 08:06:18+00:00,StunningFrog,"RT @PromoterLenka: 💰 $20 | 340 TL 💰

♦️RT &amp; Follow @PromoterLenka 
♦️Turn on 🔔

⏰ 12 H

#NFTGiveaway #NFTCommunity #NFT #NFTs   #Giveaway …"
2022-06-13 08:06:00+00:00,jackboulevard_,@SPARTANZ_NFT @DYORNERDS @GenerousRobots #clinkclank {101} gang
2022-06-13 08:05:45+00:00,r_shameen,RT @ElonMansur: Alhamdullilah #Saitama #SaitamaV2 @MAKHACHEVMMA @Hasbulla_NFT @mannythehitman https://t.co/gmjxj754Jn
2022-06-13 08:05:44+00:00,trix_tina,"RT @PromoterLenka: 💰 $20 | 340 TL 💰

♦️RT &amp; Follow @PromoterLenka 
♦️Turn on 🔔

⏰ 12 H

#NFTGiveaway #NFTCommunity #NFT #NFTs   #Giveaway …"
2022-06-13 08:05:00+00:00,brandon_frailey,@utopia_nfts 0xa2F3f9e70D45C6d8AD6618D21b8C949Fd138B25A
2022-06-13 08:04:53+00:00,pickme2022,@cloudgemz @NeonGodsNFT @SkylandNFTs @MTVerse_NFT @moonpromos ayooo win donk https://t.co/dXLycdMRVU
2022-06-13 08:04:05+00:00,MaheMona,"RT @PromoterLenka: 💰 $20 | 340 TL 💰

♦️RT &amp; Follow @PromoterLenka 
♦️Turn on 🔔

⏰ 12 H

#NFTGiveaway #NFTCommunity #NFT #NFTs   #Giveaway …"
2022-06-13 08:03:58+00:00,MNfona,"RT @PromoterLenka: 💰 $20 | 340 TL 💰

♦️RT &amp; Follow @PromoterLenka 
♦️Turn on 🔔

⏰ 12 H

#NFTGiveaway #NFTCommunity #NFT #NFTs   #Giveaway …"
2022-06-13 08:03:50+00:00,PromoterLenka,"💰 $20 | 340 TL 💰

♦️RT &amp; Follow @PromoterLenka 
♦️Turn on 🔔

⏰ 12 H

#NFTGiveaway #NFTCommunity #NFT #NFTs  … https://t.co/7CNWkw9HBp"
2022-06-13 08:03:14+00:00,Faizah2905,"@cloudgemz @Dokesi_NFTs Bismillahirrahmanirrahim
DC;fazahh
Wish me luck 🌿🌿🌿🌿🌿🌿🌿🌿🌿🌿🌿🌿🌿🌿🌿🌿 https://t.co/wfAr24KD9X"
2022-06-13 08:02:53+00:00,chaukhai7,"@getpipcom @DegenApeAcademy @getpipcom 
ancowata@nft"
2022-06-13 08:02:02+00:00,rzsnn_nft,@masisus gm Masis!
2022-06-13 08:01:59+00:00,farzanehahdinft,"@Nice_Monkey_NFT 🧚‍♂️Tanya🧚‍♂️
0.15 $eth

https://t.co/b4avM8IePM https://t.co/X82cdxOW5Y"
2022-06-13 08:01:42+00:00,100dblockchain,RT @IndiaNervos: #gaming #blockchain #crypto #cryptocurrency #Web3 #Web3community #devs #gamedev #gameindustry #gamestudios #eth #BTC #ADA…
2022-06-13 08:01:26+00:00,IndiaNervos,#gaming #blockchain #crypto #cryptocurrency #Web3 #Web3community #devs #gamedev #gameindustry #gamestudios #eth… https://t.co/ZcPzfbIB53
2022-06-13 08:00:50+00:00,Artistwithwords,"@kseni_cher Persian: Frida Kahlo, by @Sdezhdoustart, https://t.co/z9rrCzAy99 
#nfts #nftcommunity #tezos… https://t.co/EGvhd5TwCD"
2022-06-13 08:00:50+00:00,brixgame11,@miky_NFT 0xcC65C708A8e60236973d31943b183fD7907f6B8B
2022-06-13 07:59:42+00:00,brixgame11,@lotta_NFT 0xcC65C708A8e60236973d31943b183fD7907f6B8B
2022-06-13 07:59:35+00:00,nft_sampo,@Rizky_selah @SpookyGhostNFT Gm rizky. ❤️
2022-06-13 07:59:20+00:00,mrbambang,"Luncurkan Aset Kripto, @Ajaib_Investasi Jadikan NFT Bored Ape sebagai Maskot Digital https://t.co/R53031Bxc6"
2022-06-13 07:59:14+00:00,gizmologi,"Luncurkan Aset Kripto, @Ajaib_Investasi Jadikan NFT Bored Ape sebagai Maskot Digital https://t.co/VkeEwm1Rf7"
2022-06-13 07:57:22+00:00,nft_eitzi,@NFT_MHART GM Marilia
2022-06-13 07:56:56+00:00,nft_eitzi,@saharrococo GM Sahar
2022-06-13 07:56:11+00:00,BlackentheRed,@othiliae_nft Ngantuk.. https://t.co/DxIYDNuRSa
2022-06-13 07:54:50+00:00,ekremsahin_07,@cabionur @Ozgbo_Nft gm cabi
2022-06-13 07:54:16+00:00,FOXTROT_NFT,@whykitt @AgentJHC Nah nah nah https://t.co/KmuGb3IZe4
2022-06-13 07:54:00+00:00,jordanchandu,RT @ElonMansur: Alhamdullilah #Saitama #SaitamaV2 @MAKHACHEVMMA @Hasbulla_NFT @mannythehitman https://t.co/gmjxj754Jn
2022-06-13 07:52:32+00:00,artmis2215,#STARL #METAVERSE @StarLinkETH @subtractive #STARLParty  #Starlink  #starlmetaverse #starlradio #Oncyber  #NFT… https://t.co/RWnbIHWJyd
2022-06-13 07:52:01+00:00,thebuttlord_NFT,"RT @irzzwani: Hi all 😁
IMAGINE kalau HI FRIEND ni transform jadi paper figurines? 
Korang suka tak?😘

***Gambar sebagai contoh https://t.co…"
2022-06-13 07:51:56+00:00,sxx37601,@utopia_nfts 0x6e365d6C4813526Ff956F1dAf70D01523f8EcA80
2022-06-13 07:51:15+00:00,reyas71780234,@utopia_nfts 0xa58207568B754BA0644D86425295614867190850
2022-06-13 07:51:12+00:00,backtery09,"RT @AzizVMC69: Hi guys 😁🔥
Sudah pada tau belum tentang event terbaru Tap Fantasy? 

🔥🔥 Poker Demon Expedition 🔥🔥

Silahkan baca terjemahann…"
2022-06-13 07:51:02+00:00,seorangnanie,@huxsterized @AndyETH_NFT kamik tek datang cagha aman. alhamdulillah. assalamualaikum 😊
2022-06-13 07:50:05+00:00,PKilleenPhoto,@Murat_ilhan_NFT Gm Murat!
2022-06-13 07:49:56+00:00,DylanGillArt,@NFT_MHART Gm Marilia ☀️
2022-06-13 07:49:54+00:00,Bukowskuy,@A_Mashiro_nft Gm Mashiro
2022-06-13 07:48:04+00:00,sabetx01,"RT @sabetx01: Profit💯💸💸
#BTC #Bitcoin #بتكوين #VFT #Binance #Bitcoin #Crypto #cryptotrading #business #BTC #blockchain #NFTs #NFT #BNB #Met…"
2022-06-13 07:47:47+00:00,teexels,@Akis_NFTs gm Aki
2022-06-13 07:47:33+00:00,huxsterized,"@seorangnanie @AndyETH_NFT Masya Allah, that is for sure Nanie! 

Andy, dia ceramahkan kita pulak dahh"
2022-06-13 07:47:29+00:00,brugge_robert,@storyteller_nft 0x7FE1f80B661773083629c99f2Ea5842df6B6bA47
2022-06-13 07:47:09+00:00,MrCemong26,"RT @nanovest_io: #NanoBuzz: Non fungible token (NFT) Bored Ape Yacht Club (BAYC) di-hack pada Sabtu, 4 Juni 2022 kemarin!

Kejadian tersebu…"
2022-06-13 07:46:29+00:00,TheScreamingMen,@mjd_nft @Loopifyyy GM MJDDDD
2022-06-13 07:46:05+00:00,arecha2539,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 07:46:05+00:00,malisa_salee,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 07:46:04+00:00,superbigwiinxx,@nftsolanasniper @OakParadiseNFT @ZeninNFT @CamoChameleonC @SongenArt @Gakko_Monkez @SecretAlphaLabs @FWDNFT… https://t.co/KvbYugSBlf
2022-06-13 07:46:04+00:00,f51de84c4c8741d,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 07:46:04+00:00,GZtZwnubeBkEx7g,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 07:46:04+00:00,manowzii2536,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 07:46:04+00:00,san68256014,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 07:45:38+00:00,Arctefact_NFT,@CyborgNomad Gm serborg ☕
2022-06-13 07:45:06+00:00,LonioSuccubus,"RT @KOZUKI_NFT: 🔆Asyuki x Kozuki🔆

🏆 10 x AsyukiKuro WL
🏆 10 x Kozuki WL

To enter:
✅ Follow 
@asyukicollab @AsyukiNFT
 &amp; 
@KOZUKI_NFT 

🔄…"
2022-06-13 07:44:54+00:00,LonioSuccubus,"RT @asyukiofficial: 🔆 FlokiCyberPunk x Asyuki🔆

🏆 10 x FlokiCyberPunk WL
🏆 10 x AsyukiKuro WL

To enter:
✅ Follow 
@FlokiCyberPunk
 &amp; 
@asy…"
2022-06-13 07:44:43+00:00,sabetx01,"Profit💯💸💸
#BTC #Bitcoin #بتكوين #VFT #Binance #Bitcoin #Crypto #cryptotrading #business #BTC #blockchain #NFTs #NFT… https://t.co/aknHFMZMXW"
2022-06-13 07:44:05+00:00,iambigwinners,@nftsolanasniper @OakParadiseNFT @ZeninNFT @CamoChameleonC @SongenArt @Gakko_Monkez @SecretAlphaLabs @FWDNFT… https://t.co/QyXwb2QFoW
2022-06-13 07:43:42+00:00,daffiiin,"@MightySolWolves @badakneeh @badakgurun10 @GurunBadak 

#Airdrop #Solana #SolanaAirdrops $MSWS #Giveaway #Crypto… https://t.co/j0af02oKUW"
2022-06-13 07:42:45+00:00,BrunoDeberval,@storyteller_nft 0x9dDa5541447b6aB6686904216306c19d9776d8b7
2022-06-13 07:42:39+00:00,0xcityxmissufe,@cloudgemz @NeonGodsNFT @SkylandNFTs @MTVerse_NFT @moonpromos bismillah
2022-06-13 07:42:09+00:00,AzizVMC69,"Hi guys 😁🔥
Sudah pada tau belum tentang event terbaru Tap Fantasy? 

🔥🔥 Poker Demon Expedition 🔥🔥

Silahkan baca te… https://t.co/aKdjFghqzn"
2022-06-13 07:41:14+00:00,SamatRakimbekuu,@3mp_nft 0x6F9E4eA1c8378f7959527559FFB1647C71039A68
2022-06-13 07:40:45+00:00,Ningrat_4D,"Mencari situs yang gampang Jackpot ? Pelayanan Ramah? Situs yang aman ? Hanya di Ningrat4D
Join Now !… https://t.co/tW9dpCBunI"
2022-06-13 07:40:35+00:00,Ningrat_4D,"Mencari situs yang gampang Jackpot ? Pelayanan Ramah? Situs yang aman ? Hanya di Ningrat4D
Join Now !… https://t.co/QflNlbPvRz"
2022-06-13 07:40:27+00:00,Ningrat_4D,"Mencari situs yang gampang Jackpot ? Pelayanan Ramah? Situs yang aman ? Hanya di Ningrat4D
Join Now !… https://t.co/U9Al5XR2dG"
2022-06-13 07:40:22+00:00,0xcityxmissufe,@cloudgemz @DAOMetaplayer @ScrappyPenguins @Apeone_nft @angryalien21 bismillah
2022-06-13 07:39:23+00:00,Cryptofairy7012,@moneyqueen_NFT @moneyqueen3458 0xE8f3bc0B1bE7F761fB9715807613248b10dffa0D
2022-06-13 07:39:23+00:00,huxsterized,@AndyETH_NFT Aik.. tang pandei jak tok hahaha
2022-06-13 07:38:21+00:00,ankhae_,@NFT_MHART GM Marilia ✌️🍀
2022-06-13 07:38:15+00:00,OthmanRushdi2,@moneyqueen_NFT @moneyqueen3458 0x57B3b28BbB09b3cb1AbDeA8482fdddd77C75534b
2022-06-13 07:38:13+00:00,MarcoRufy77,"@lotta_NFT Done

0x0d0BdB03ac756DF4367abf5D08ca2Ba3d570863d"
2022-06-13 07:38:13+00:00,Andyrox88,"@Hadifitri @TheScreamingMen @JUNFTSWORLD @liff_NFT Haha, ada wei, dia selalu buskin sorang2 dkt kedai makan nasi buloh  meru ipoh..haha"
